"","Indiv","Sire","Dam","Sex","Breed","Born"
"570","animal570",NA,NA,"female","Rbt",1958
"571","animal571",NA,NA,"male","Angler",1958
"572","animal572",NA,NA,"male","Angler",1958
"573","animal573",NA,NA,"female","Angler",1958
"574","animal574",NA,NA,"female","Pedigree-error",1958
"575","animal575",NA,NA,"male","Angler",1958
"576","animal576",NA,NA,"female","Holstein",1958
"577","animal577",NA,NA,"female","Holstein",1958
"578","animal578",NA,NA,"female","Pedigree-error",1958
"579","animal579",NA,NA,"female","Braunvieh",1958
"580","animal580",NA,NA,"female","Angler",1958
"581","animal581",NA,NA,"female","Holstein",1958
"582","animal582",NA,NA,"female","Pedigree-error",1958
"583","animal583",NA,NA,"female","Angler",1958
"584","animal584",NA,NA,"female","Holstein",1958
"585","animal585",NA,NA,"female","Angler",1958
"586","animal586",NA,NA,"male","Sonstige",1958
"587","animal587",NA,NA,"male","Angler",1958
"588","animal588",NA,NA,"female","Angler",1959
"589","animal589",NA,NA,"male","Pedigree-error",1959
"590","animal590",NA,NA,"female","Angler",1959
"591","animal591",NA,NA,"female","Holstein",1959
"592","animal592",NA,NA,"female","Angler",1959
"593","animal593",NA,NA,"female","Angler",1959
"594","animal594",NA,NA,"female","Holstein",1959
"595","animal595",NA,NA,"female","Pedigree-error",1959
"596","animal596",NA,NA,"male","Rbt",1959
"597","animal597",NA,NA,"female","Angler",1959
"598","animal598",NA,NA,"male","Pedigree-error",1959
"599","animal599",NA,NA,"female","Angler",1959
"600","animal600",NA,NA,"male","Angler",1959
"601","animal601",NA,NA,"male","Pedigree-error",1959
"602","animal602",NA,NA,"male","Pedigree-error",1959
"603","animal603",NA,NA,"female","Holstein",1959
"604","animal604",NA,NA,"male","Angler",1959
"605","animal605",NA,NA,"female","Angler",1959
"606","animal606",NA,NA,"female","Angler",1959
"607","animal607",NA,NA,"female","Angler",1959
"608","animal608",NA,NA,"female","Angler",1959
"609","animal609",NA,NA,"male","Holstein",1959
"610","animal610",NA,NA,"male","Jersey",1959
"611","animal611",NA,NA,"female","Holstein",1959
"612","animal612",NA,NA,"female","Holstein",1959
"613","animal613",NA,NA,"male","Angler",1959
"614","animal614",NA,NA,"male","Holstein",1959
"615","animal615",NA,NA,"female","Angler",1959
"616","animal616",NA,NA,"female","Holstein",1959
"617","animal617",NA,NA,"male","Pedigree-error",1959
"618","animal618",NA,NA,"female","Angler",1960
"619","animal619",NA,NA,"female","Holstein",1960
"620","animal620",NA,NA,"female","Angler",1960
"621","animal621",NA,NA,"male","Braunvieh",1960
"622","animal622",NA,NA,"female","Holstein",1960
"623","animal623",NA,NA,"male","Pedigree-error",1960
"624","animal624",NA,NA,"female","Pedigree-error",1960
"625","animal625",NA,NA,"female","Angler",1960
"626","animal626",NA,NA,"female","Holstein",1960
"627","animal627",NA,NA,"female","Holstein",1960
"628","animal628",NA,NA,"female","Holstein",1960
"629","animal629",NA,NA,"female","Angler",1960
"630","animal630",NA,NA,"female","Holstein",1960
"631","animal631",NA,NA,"male","Angler",1960
"632","animal632",NA,NA,"female","Holstein",1960
"633","animal633",NA,NA,"male","Angler",1960
"634","animal634",NA,NA,"female","Angler",1960
"635","animal635",NA,NA,"male","Angler",1960
"636","animal636",NA,NA,"female","Angler",1960
"637","animal637",NA,NA,"female","Angler",1960
"638","animal638",NA,NA,"female","Angler",1960
"639","animal639",NA,NA,"female","Angler",1960
"640","animal640",NA,NA,"male","Angler",1960
"641","animal641",NA,NA,"female","Angler",1960
"642","animal642",NA,NA,"female","Angler",1960
"643","animal643",NA,NA,"female","Braunvieh",1960
"644","animal644",NA,NA,"female","Angler",1960
"645","animal645",NA,NA,"female","Angler",1960
"646","animal646",NA,NA,"female","Angler",1960
"647","animal647",NA,NA,"male","Rbt",1960
"648","animal648",NA,NA,"female","Angler",1960
"649","animal649",NA,NA,"female","Angler",1960
"650","animal650",NA,NA,"male","Angler",1960
"651","animal651",NA,NA,"female","Angler",1960
"652","animal652",NA,NA,"female","Angler",1961
"653","animal653",NA,NA,"female","Angler",1961
"654","animal654",NA,NA,"male","Sonstige",1961
"655","animal655",NA,NA,"male","Angler",1961
"656","animal656",NA,NA,"male","Angler",1961
"657","animal657",NA,NA,"female","Angler",1961
"658","animal658",NA,NA,"male","Angler",1961
"659","animal659",NA,NA,"male","Angler",1961
"660","animal660",NA,NA,"female","Angler",1961
"661","animal661",NA,NA,"female","Holstein",1961
"662","animal662",NA,NA,"female","Holstein",1961
"663","animal663",NA,NA,"female","Angler",1961
"664","animal664",NA,NA,"female","Angler",1961
"665","animal665",NA,NA,"male","Angler",1961
"666","animal666",NA,NA,"male","Holstein",1961
"667","animal667",NA,NA,"female","Angler",1961
"668","animal668",NA,NA,"male","Angler",1961
"669","animal669",NA,NA,"female","Angler",1961
"670","animal670",NA,NA,"male","Angler",1961
"671","animal671",NA,NA,"female","Angler",1961
"672","animal672",NA,NA,"female","Holstein",1962
"673","animal673",NA,NA,"female","Angler",1962
"674","animal674",NA,NA,"male","Sonstige",1962
"675","animal675",NA,NA,"male","Angler",1962
"676","animal676",NA,NA,"female","Angler",1962
"677","animal677",NA,NA,"female","Angler",1962
"678","animal678",NA,NA,"female","Angler",1962
"679","animal679",NA,NA,"female","Angler",1962
"680","animal680",NA,NA,"female","Angler",1962
"681","animal681",NA,NA,"female","Angler",1962
"682","animal682",NA,NA,"female","Angler",1962
"683","animal683",NA,NA,"female","Angler",1962
"684","animal684",NA,NA,"female","Angler",1962
"685","animal685",NA,NA,"female","Holstein",1962
"686","animal686",NA,NA,"female","Angler",1962
"687","animal687",NA,NA,"male","Angler",1962
"688","animal688",NA,NA,"female","Angler",1962
"689","animal689",NA,NA,"male","Angler",1962
"690","animal690",NA,NA,"female","Angler",1962
"691","animal691",NA,NA,"male","Angler",1962
"692","animal692",NA,NA,"female","Holstein",1962
"693","animal693",NA,NA,"male","Holstein",1962
"694","animal694",NA,NA,"female","Holstein",1962
"695","animal695",NA,NA,"female","Rbt",1962
"696","animal696",NA,NA,"female","Angler",1962
"697","animal697",NA,NA,"female","Angler",1962
"698","animal698",NA,NA,"female","Angler",1962
"699","animal699",NA,NA,"female","Angler",1962
"700","animal700",NA,NA,"male","Angler",1963
"701","animal701",NA,NA,"female","Rbt",1963
"702","animal702",NA,NA,"female","Holstein",1963
"703","animal703",NA,NA,"female","Angler",1963
"704","animal704",NA,NA,"female","Holstein",1963
"705","animal705",NA,NA,"female","Holstein",1963
"706","animal706",NA,NA,"male","Pedigree-error",1963
"707","animal707",NA,NA,"female","Rbt",1963
"708","animal708",NA,NA,"female","Angler",1963
"709","animal709",NA,NA,"female","Angler",1963
"710","animal710",NA,NA,"female","Angler",1963
"711","animal711",NA,NA,"male","Holstein",1963
"712","animal712",NA,NA,"female","Angler",1963
"713","animal713",NA,NA,"female","Angler",1963
"714","animal714",NA,NA,"male","Pedigree-error",1963
"715","animal715",NA,NA,"female","Holstein",1963
"716","animal716",NA,NA,"female","Angler",1963
"717","animal717",NA,NA,"female","Angler",1963
"718","animal718",NA,NA,"male","Fleckvieh",1963
"719","animal719",NA,NA,"female","Angler",1963
"720","animal720",NA,NA,"female","Angler",1963
"721","animal721",NA,NA,"female","Angler",1963
"722","animal722",NA,NA,"female","Angler",1963
"723","animal723",NA,NA,"female","Angler",1963
"724","animal724",NA,NA,"female","Angler",1963
"725","animal725",NA,NA,"female","Angler",1963
"726","animal726",NA,NA,"female","Angler",1963
"727","animal727",NA,NA,"male","Braunvieh",1963
"728","animal728",NA,NA,"female","Holstein",1963
"729","animal729",NA,NA,"female","Angler",1963
"730","animal730",NA,NA,"female","Angler",1963
"731","animal731",NA,NA,"male","Angler",1963
"732","animal732",NA,NA,"female","Holstein",1963
"733","animal733",NA,NA,"female","Holstein",1963
"734","animal734",NA,NA,"male","Braunvieh",1963
"735","animal735",NA,NA,"female","Rbt",1964
"736","animal736",NA,NA,"female","Holstein",1964
"737","animal737",NA,NA,"male","Holstein",1964
"738","animal738",NA,NA,"female","Angler",1964
"739","animal739",NA,NA,"male","Angler",1964
"740","animal740",NA,NA,"female","Holstein",1964
"741","animal741",NA,NA,"female","Angler",1964
"742","animal742",NA,NA,"female","Angler",1964
"743","animal743",NA,NA,"female","Angler",1964
"744","animal744",NA,NA,"female","Holstein",1964
"745","animal745",NA,NA,"female","Angler",1964
"746","animal746",NA,NA,"female","Angler",1964
"747","animal747",NA,NA,"female","Rbt",1964
"748","animal748",NA,NA,"male","Angler",1964
"749","animal749",NA,NA,"female","Angler",1964
"750","animal750",NA,NA,"female","Angler",1964
"751","animal751",NA,NA,"female","Pedigree-error",1964
"752","animal752",NA,NA,"female","Holstein",1964
"753","animal753",NA,NA,"female","Angler",1964
"754","animal754",NA,NA,"female","Angler",1964
"755","animal755",NA,NA,"female","Angler",1964
"756","animal756",NA,NA,"male","Angler",1964
"757","animal757",NA,NA,"female","Angler",1964
"758","animal758",NA,NA,"female","Angler",1964
"759","animal759",NA,NA,"male","Holstein",1964
"760","animal760",NA,NA,"female","Angler",1964
"761","animal761",NA,NA,"female","Angler",1964
"762","animal762",NA,NA,"male","Pedigree-error",1964
"763","animal763",NA,NA,"male","Angler",1965
"764","animal764",NA,NA,"female","Angler",1965
"765","animal765",NA,NA,"female","Angler",1965
"766","animal766",NA,NA,"female","Angler",1965
"767","animal767",NA,NA,"female","Angler",1965
"768","animal768",NA,NA,"female","Holstein",1965
"769","animal769",NA,NA,"female","Angler",1965
"770","animal770",NA,NA,"female","Pedigree-error",1965
"771","animal771",NA,NA,"female","Angler",1965
"772","animal772",NA,NA,"male","Holstein",1965
"773","animal773",NA,NA,"female","Angler",1965
"774","animal774",NA,NA,"female","Angler",1965
"775","animal775",NA,NA,"female","Angler",1965
"776","animal776",NA,NA,"female","Pedigree-error",1966
"777","animal777",NA,NA,"female","Angler",1966
"778","animal778",NA,NA,"female","Angler",1966
"779","animal779",NA,NA,"female","Holstein",1966
"780","animal780",NA,NA,"male","Angler",1966
"781","animal781",NA,NA,"female","Angler",1966
"782","animal782",NA,NA,"male","Angler",1966
"783","animal783",NA,NA,"female","Pedigree-error",1966
"784","animal784",NA,NA,"male","Angler",1966
"785","animal785",NA,NA,"female","Pedigree-error",1966
"786","animal786",NA,NA,"male","Angler",1966
"787","animal787",NA,NA,"female","Angler",1966
"788","animal788",NA,NA,"female","Pedigree-error",1966
"789","animal789",NA,NA,"female","Holstein",1966
"790","animal790",NA,NA,"female","Pedigree-error",1966
"791","animal791",NA,NA,"female","Angler",1966
"792","animal792",NA,NA,"female","Pedigree-error",1966
"793","animal793",NA,NA,"female","Angler",1966
"794","animal794",NA,NA,"male","Angler",1966
"795","animal795",NA,NA,"female","Pedigree-error",1966
"796","animal796",NA,NA,"female","Angler",1967
"797","animal797",NA,NA,"female","Angler",1967
"798","animal798",NA,NA,"female","Angler",1967
"799","animal799",NA,NA,"male","Angler",1967
"800","animal800",NA,NA,"female","Angler",1967
"801","animal801",NA,NA,"female","Holstein",1967
"802","animal802",NA,NA,"male","Holstein",1967
"803","animal803",NA,NA,"male","Angler",1967
"804","animal804",NA,NA,"female","Holstein",1967
"805","animal805",NA,NA,"male","Fleckvieh",1967
"806","animal806",NA,NA,"female","Angler",1967
"807","animal807",NA,NA,"female","Jersey",1967
"808","animal808",NA,NA,"female","Angler",1967
"809","animal809",NA,NA,"female","Angler",1967
"810","animal810",NA,NA,"female","Angler",1967
"811","animal811",NA,NA,"female","Angler",1967
"812","animal812",NA,NA,"female","Angler",1968
"813","animal813",NA,NA,"female","Angler",1968
"814","animal814",NA,NA,"female","Angler",1968
"815","animal815",NA,NA,"female","Angler",1968
"816","animal816",NA,NA,"female","Angler",1968
"817","animal817",NA,NA,"male","Angler",1968
"818","animal818",NA,NA,"male","Angler",1968
"819","animal819",NA,NA,"female","Braunvieh",1968
"820","animal820",NA,NA,"female","Pedigree-error",1968
"821","animal821",NA,NA,"male","Angler",1968
"822","animal822",NA,NA,"female","Holstein",1969
"823","animal823",NA,NA,"female","Angler",1969
"824","animal824",NA,NA,"female","Angler",1969
"825","animal825",NA,NA,"female","Angler",1969
"826","animal826",NA,NA,"female","Angler",1969
"827","animal827",NA,NA,"female","Holstein",1969
"828","animal828",NA,NA,"female","Holstein",1969
"829","animal829",NA,NA,"male","Pedigree-error",1969
"830","animal830",NA,NA,"female","Holstein",1969
"831","animal831",NA,NA,"male","Pedigree-error",1969
"832","animal832",NA,NA,"male","Angler",1970
"833","animal833",NA,NA,"male","Fleckvieh",1970
"834","animal834",NA,NA,"female","Angler",1970
"835","animal835",NA,NA,"female","Holstein",1970
"836","animal836",NA,NA,"female","Angler",1970
"837","animal837",NA,NA,"female","Pedigree-error",1970
"838","animal838",NA,NA,"female","Pedigree-error",1970
"839","animal839",NA,NA,"female","Pedigree-error",1970
"840","animal840",NA,NA,"female","Pedigree-error",1970
"841","animal841",NA,NA,"male","Angler",1970
"842","animal842",NA,NA,"female","Rbt",1970
"843","animal843",NA,NA,"female","Angler",1970
"844","animal844",NA,NA,"female","Angler",1970
"845","animal845",NA,NA,"male","Angler",1970
"846","animal846",NA,NA,"female","Angler",1970
"847","animal847",NA,NA,"male","Sonstige",1970
"848","animal848",NA,NA,"female","Rbt",1970
"849","animal849",NA,NA,"female","Angler",1971
"850","animal850",NA,NA,"female","Pedigree-error",1971
"851","animal851",NA,NA,"female","Angler",1971
"852","animal852",NA,NA,"male","Angler",1971
"853","animal853",NA,NA,"female","Angler",1971
"854","animal854",NA,NA,"female","Angler",1971
"855","animal855",NA,NA,"female","Pedigree-error",1971
"856","animal856",NA,NA,"female","Angler",1971
"857","animal857",NA,NA,"male","Angler",1971
"858","animal858",NA,NA,"male","Angler",1971
"859","animal859",NA,NA,"female","Angler",1972
"860","animal860",NA,NA,"female","Holstein",1972
"861","animal861",NA,NA,"female","Angler",1972
"862","animal862",NA,NA,"female","Pedigree-error",1972
"863","animal863",NA,NA,"female","Angler",1972
"864","animal864",NA,NA,"female","Angler",1972
"865","animal865",NA,NA,"female","Angler",1972
"866","animal866",NA,NA,"male","Fleckvieh",1972
"867","animal867",NA,NA,"female","Holstein",1973
"868","animal868",NA,NA,"female","Angler",1973
"869","animal869",NA,NA,"female","Angler",1973
"870","animal870",NA,NA,"female","Rbt",1973
"871","animal871",NA,NA,"female","Braunvieh",1973
"872","animal872",NA,NA,"male","Pedigree-error",1973
"873","animal873",NA,NA,"male","Angler",1974
"874","animal874",NA,NA,"male","Angler",1974
"875","animal875",NA,NA,"male","Angler",1974
"876","animal876",NA,NA,"female","Ayrshire",1974
"877","animal877",NA,NA,"male","Rbt",1974
"878","animal878",NA,NA,"female","Braunvieh",1974
"879","animal879",NA,NA,"female","Angler",1975
"880","animal880",NA,NA,"female","Angler",1975
"881","animal881",NA,NA,"female","Rbt",1975
"882","animal882",NA,NA,"female","Angler",1975
"883","animal883",NA,NA,"female","Holstein",1975
"884","animal884",NA,NA,"female","Holstein",1975
"885","animal885",NA,NA,"male","Braunvieh",1975
"886","animal886",NA,NA,"female","Holstein",1975
"887","animal887",NA,NA,"female","Angler",1975
"888","animal888",NA,NA,"female","Rbt",1975
"889","animal889",NA,NA,"male","Holstein",1975
"890","animal890",NA,NA,"female","Angler",1976
"891","animal891",NA,NA,"male","Angler",1976
"892","animal892",NA,NA,"female","Braunvieh",1976
"893","animal893",NA,NA,"female","Holstein",1977
"894","animal894",NA,NA,"female","Angler",1977
"895","animal895",NA,NA,"female","Holstein",1977
"896","animal896",NA,NA,"female","Holstein",1977
"897","animal897",NA,NA,"male","Angler",1977
"898","animal898",NA,NA,"female","Angler",1977
"899","animal899",NA,NA,"male","Angler",1977
"900","animal900",NA,NA,"female","Angler",1978
"901","animal901",NA,NA,"female","Angler",1978
"902","animal902",NA,NA,"male","Angler",1978
"903","animal903",NA,NA,"female","Angler",1978
"904","animal904",NA,NA,"female","Angler",1978
"905","animal905",NA,NA,"female","Angler",1978
"906","animal906",NA,NA,"female","Angler",1978
"907","animal907",NA,NA,"female","Angler",1979
"908","animal908",NA,NA,"female","Sonstige",1979
"909","animal909",NA,NA,"male","Pedigree-error",1980
"910","animal910",NA,NA,"female","Braunvieh",1980
"911","animal911",NA,NA,"male","Pedigree-error",1980
"912","animal912",NA,NA,"female","Angler",1981
"913","animal913",NA,NA,"female","Angler",1981
"914","animal914",NA,NA,"female","Angler",1981
"915","animal915",NA,NA,"female","Angler",1981
"916","animal916",NA,NA,"female","Angler",1982
"917","animal917",NA,NA,"female","Ayrshire",1982
"918","animal918",NA,NA,"female","Angler",1982
"919","animal919",NA,NA,"male","Angler",1982
"920","animal920",NA,NA,"female","Angler",1982
"921","animal921",NA,NA,"female","Holstein",1982
"922","animal922",NA,NA,"female","Holstein",1982
"923","animal923",NA,NA,"female","Angler",1983
"924","animal924",NA,NA,"female","Holstein",1983
"925","animal925",NA,NA,"male","Angler",1983
"926","animal926",NA,NA,"female","Angler",1984
"927","animal927",NA,NA,"female","Angler",1984
"928","animal928",NA,NA,"male","Angler",1984
"929","animal929",NA,NA,"female","Pedigree-error",1984
"930","animal930",NA,NA,"female","Pedigree-error",1984
"931","animal931",NA,NA,"female","Angler",1985
"932","animal932",NA,NA,"female","Sonstige",1985
"933","animal933",NA,NA,"female","Angler",1985
"934","animal934",NA,NA,"female","Angler",1985
"935","animal935",NA,NA,"female","Angler",1986
"936","animal936",NA,NA,"female","Angler",1986
"937","animal937",NA,NA,"male","Angler",1987
"938","animal938",NA,NA,"female","Angler",1987
"939","animal939",NA,NA,"female","Angler",1987
"940","animal940",NA,NA,"male","Pedigree-error",1987
"941","animal941",NA,NA,"female","Angler",1987
"942","animal942",NA,NA,"male","Angler",1988
"943","animal943",NA,NA,"male","Angler",1988
