Indiv Sire Dam Sex Breed Born
animal819 NA NA female Braunvieh 1968
animal820 NA NA female Pedigree-error 1968
animal821 NA NA male Angler 1968
animal822 NA NA female Holstein 1969
animal823 NA NA female Angler 1969
animal824 NA NA female Angler 1969
animal825 NA NA female Angler 1969
animal826 NA NA female Angler 1969
animal827 NA NA female Holstein 1969
animal828 NA NA female Holstein 1969
animal829 NA NA male Pedigree-error 1969
animal830 NA NA female Holstein 1969
animal831 NA NA male Pedigree-error 1969
animal832 NA NA male Angler 1970
animal833 NA NA male Fleckvieh 1970
animal834 NA NA female Angler 1970
animal835 NA NA female Holstein 1970
animal836 NA NA female Angler 1970
animal837 NA NA female Pedigree-error 1970
animal838 NA NA female Pedigree-error 1970
animal839 NA NA female Pedigree-error 1970
animal840 NA NA female Pedigree-error 1970
animal841 NA NA male Angler 1970
animal842 NA NA female Rbt 1970
animal843 NA NA female Angler 1970
animal844 NA NA female Angler 1970
animal845 NA NA male Angler 1970
animal846 NA NA female Angler 1970
animal847 NA NA male Sonstige 1970
animal848 NA NA female Rbt 1970
animal849 NA NA female Angler 1971
animal850 NA NA female Pedigree-error 1971
animal851 NA NA female Angler 1971
animal852 NA NA male Angler 1971
animal853 NA NA female Angler 1971
animal854 NA NA female Angler 1971
animal855 NA NA female Pedigree-error 1971
animal856 NA NA female Angler 1971
animal857 NA NA male Angler 1971
animal858 NA NA male Angler 1971
animal859 NA NA female Angler 1972
animal860 NA NA female Holstein 1972
animal861 NA NA female Angler 1972
animal862 NA NA female Pedigree-error 1972
animal863 NA NA female Angler 1972
animal864 NA NA female Angler 1972
animal865 NA NA female Angler 1972
animal866 NA NA male Fleckvieh 1972
animal867 NA NA female Holstein 1973
animal868 NA NA female Angler 1973
animal869 NA NA female Angler 1973
animal870 NA NA female Rbt 1973
animal871 NA NA female Braunvieh 1973
animal872 NA NA male Pedigree-error 1973
animal873 NA NA male Angler 1974
animal874 NA NA male Angler 1974
animal875 NA NA male Angler 1974
animal876 NA NA female Ayrshire 1974
animal877 NA NA male Rbt 1974
animal878 NA NA female Braunvieh 1974
animal879 NA NA female Angler 1975
animal880 NA NA female Angler 1975
animal881 NA NA female Rbt 1975
animal882 NA NA female Angler 1975
animal883 NA NA female Holstein 1975
animal884 NA NA female Holstein 1975
animal885 NA NA male Braunvieh 1975
animal886 NA NA female Holstein 1975
animal887 NA NA female Angler 1975
animal888 NA NA female Rbt 1975
animal889 NA NA male Holstein 1975
animal890 NA NA female Angler 1976
animal891 NA NA male Angler 1976
animal892 NA NA female Braunvieh 1976
animal893 NA NA female Holstein 1977
animal894 NA NA female Angler 1977
animal895 NA NA female Holstein 1977
animal896 NA NA female Holstein 1977
animal897 NA NA male Angler 1977
animal898 NA NA female Angler 1977
animal899 NA NA male Angler 1977
animal900 NA NA female Angler 1978
animal901 NA NA female Angler 1978
animal902 NA NA male Angler 1978
animal903 NA NA female Angler 1978
animal904 NA NA female Angler 1978
animal905 NA NA female Angler 1978
animal906 NA NA female Angler 1978
animal907 NA NA female Angler 1979
animal908 NA NA female Sonstige 1979
animal909 NA NA male Pedigree-error 1980
animal910 NA NA female Braunvieh 1980
animal911 NA NA male Pedigree-error 1980
animal912 NA NA female Angler 1981
animal913 NA NA female Angler 1981
animal914 NA NA female Angler 1981
animal915 NA NA female Angler 1981
animal916 NA NA female Angler 1982
animal917 NA NA female Ayrshire 1982
animal918 NA NA female Angler 1982
animal919 NA NA male Angler 1982
animal920 NA NA female Angler 1982
animal921 NA NA female Holstein 1982
animal922 NA NA female Holstein 1982
animal923 NA NA female Angler 1983
animal924 NA NA female Holstein 1983
animal925 NA NA male Angler 1983
animal926 NA NA female Angler 1984
animal927 NA NA female Angler 1984
animal928 NA NA male Angler 1984
animal929 NA NA female Pedigree-error 1984
animal930 NA NA female Pedigree-error 1984
animal931 NA NA female Angler 1985
animal932 NA NA female Sonstige 1985
animal933 NA NA female Angler 1985
animal934 NA NA female Angler 1985
animal935 NA NA female Angler 1986
animal936 NA NA female Angler 1986
animal937 NA NA male Angler 1987
animal938 NA NA female Angler 1987
animal939 NA NA female Angler 1987
animal940 NA NA male Pedigree-error 1987
animal941 NA NA female Angler 1987
animal942 NA NA male Angler 1988
animal943 NA NA male Angler 1988
animal944 NA NA female Angler 1988
animal945 NA NA female Angler 1988
animal946 NA NA female Angler 1988
animal947 NA NA female Ayrshire 1989
animal948 NA NA female Angler 1989
animal949 NA NA female Angler 1990
animal950 NA NA female Angler 1991
animal951 NA NA female Angler 1991
animal952 NA NA female Angler 1991
animal953 NA NA female Angler 1992
animal954 NA NA female Angler 1992
animal955 NA NA female Angler 1994
animal956 NA NA female Angler 1995
animal957 NA NA female Angler 1996
animal958 NA NA female Pedigree-error 1999
animal959 NA animal138 male Angler NA
animal960 animal129 animal113 male Holstein NA
animal961 animal158 NA female Holstein 1938
animal962 animal159 NA female Dt.Sbt.Niederungsrind 1939
animal963 animal157 NA male Holstein 1939
animal964 animal161 animal156 female Holstein 1941
animal965 NA animal162 male Angler 1941
animal966 animal168 animal165 female Dt.Sbt.Niederungsrind 1942
animal967 animal167 NA female Dt.Sbt.Niederungsrind 1942
animal968 animal126 animal146 male Dt.Sbt.Niederungsrind 1942
animal969 NA animal171 male Angler 1943
animal970 animal166 animal170 female Holstein 1944
animal971 animal176 animal175 male Dt.Sbt.Niederungsrind 1944
animal972 animal177 NA female Dt.Sbt.Niederungsrind 1944
animal973 animal166 animal172 male Holstein 1945
animal974 animal183 animal185 male Holstein 1945
animal975 animal160 animal180 male Holstein 1945
animal976 animal183 animal193 male Holstein 1946
animal977 animal190 animal189 male Holstein 1946
animal978 animal194 animal187 male Dt.Sbt.Niederungsrind 1946
animal979 animal200 animal205 male Holstein 1947
animal980 animal182 animal197 male Holstein 1947
animal981 animal204 animal196 male Holstein 1947
animal982 animal203 animal201 male Holstein 1948
animal983 animal173 NA male Holstein 1948
animal984 animal195 animal210 male Dt.Sbt.Niederungsrind 1948
animal985 NA animal226 female Holstein 1949
animal986 NA animal165 female Holstein 1949
animal987 animal178 animal245 male Holstein 1949
animal988 NA animal181 male Dt.Sbt.Niederungsrind 1949
animal989 animal169 animal209 female Holstein 1949
animal990 animal229 NA female Holstein 1950
animal991 animal230 NA male Braunvieh 1950
animal992 animal188 animal257 female Holstein 1950
animal993 animal285 animal289 male Holstein 1950
animal994 animal179 animal114 female Dt.Sbt.Niederungsrind 1950
animal995 animal229 animal255 female Holstein 1950
animal996 animal213 animal287 male Holstein 1950
animal997 NA animal290 male Holstein 1950
animal998 animal241 animal293 male Holstein 1950
animal999 animal218 NA male Holstein 1950
animal1000 animal296 animal164 female Holstein 1950
animal1001 NA animal221 female Holstein 1950
animal1002 animal272 NA female Dt.Sbt.Niederungsrind 1950
animal1003 NA animal174 female Holstein 1950
animal1004 animal182 NA male Holstein 1950
animal1005 NA animal288 male Angler 1950
animal1006 animal264 animal260 female Holstein 1950
animal1007 animal160 animal124 female Holstein 1951
animal1008 animal261 animal301 female Holstein 1951
animal1009 NA animal298 male Holstein 1951
animal1010 animal216 NA female Holstein 1951
animal1011 NA animal273 female Holstein 1951
animal1012 animal244 NA female Holstein 1951
animal1013 animal182 animal197 male Holstein 1951
animal1014 NA animal302 male Holstein 1951
animal1015 animal250 animal292 female Holstein 1951
animal1016 animal295 animal263 male Holstein 1951
animal1017 animal183 NA male Holstein 1951
animal1018 NA animal208 male Holstein 1951
animal1019 animal100 animal93 male Angler 1951
animal1020 NA animal302 female Holstein 1951
animal1021 animal235 animal232 female Holstein 1951
animal1022 NA animal314 male Holstein 1951
animal1023 animal243 animal222 female Holstein 1952
animal1024 animal279 NA female Holstein 1952
animal1025 animal230 animal207 male Braunvieh 1952
animal1026 NA animal369 male Angler 1952
animal1027 animal324 animal350 female Holstein 1952
animal1028 animal217 NA male Holstein 1952
animal1029 NA animal276 female Holstein 1952
animal1030 animal279 animal392 male Holstein 1952
animal1031 animal253 animal359 male Holstein 1952
animal1032 NA animal198 female Holstein 1952
animal1033 NA animal308 male Holstein 1952
animal1034 animal300 animal354 male Braunvieh 1953
animal1035 animal400 animal337 female Holstein 1953
animal1036 animal253 animal405 male Holstein 1953
animal1037 animal212 NA male Holstein 1953
animal1038 animal279 NA female Holstein 1953
animal1039 animal280 animal317 female Holstein 1953
animal1040 animal191 animal389 male Holstein 1953
animal1041 NA animal322 male Holstein 1953
animal1042 animal393 animal395 female Holstein 1953
animal1043 animal269 animal376 female Dt.Sbt.Niederungsrind 1953
animal1044 animal388 animal343 female Angler 1953
animal1045 animal364 animal228 male Dt.Sbt.Niederungsrind 1953
animal1046 animal224 animal268 female Holstein 1953
animal1047 NA animal320 female Holstein 1953
animal1048 NA animal352 female Holstein 1953
animal1049 NA animal409 male Angler 1953
animal1050 animal406 NA male Angler 1954
animal1051 animal432 animal238 female Holstein 1954
animal1052 animal223 animal299 female Holstein 1954
animal1053 animal394 animal391 female Holstein 1954
animal1054 animal418 animal307 female Holstein 1954
animal1055 animal399 animal416 male Holstein 1954
animal1056 NA animal361 female Holstein 1954
animal1057 animal404 animal417 male Holstein 1954
animal1058 animal184 NA male Dt.Sbt.Niederungsrind 1954
animal1059 NA animal415 female Holstein 1954
animal1060 animal430 animal413 female Holstein 1954
animal1061 animal249 animal428 male Holstein 1954
animal1062 NA animal374 female Holstein 1954
animal1063 animal422 animal202 male Holstein 1954
animal1064 NA animal363 male Angler 1955
animal1065 animal87 animal357 male Angler 1955
animal1066 animal199 animal319 male Braunvieh 1955
animal1067 animal457 NA male Angler 1955
animal1068 animal425 NA male Holstein 1955
animal1069 NA animal423 male Holstein 1955
animal1070 animal279 NA male Holstein 1955
animal1071 animal132 animal118 female Holstein 1955
animal1072 animal396 NA male Dt.Sbt.Niederungsrind 1955
animal1073 NA animal383 male Holstein 1955
animal1074 animal253 animal437 female Holstein 1955
animal1075 animal192 animal325 female Holstein 1955
animal1076 animal191 animal95 male Holstein 1955
animal1077 NA animal446 male Angler 1955
animal1078 animal457 NA male Angler 1955
animal1079 animal451 NA male Holstein 1955
animal1080 animal448 NA female Angler 1955
animal1081 animal254 animal233 female Holstein 1955
animal1082 animal422 animal449 male Holstein 1955
animal1083 animal486 NA male Holstein 1955
animal1084 animal269 NA male Holstein 1955
animal1085 animal234 animal214 female Holstein 1956
animal1086 animal476 animal338 male Angler 1956
animal1087 animal236 animal365 female Holstein 1956
animal1088 animal231 animal119 female Holstein 1956
animal1089 animal247 animal239 female Holstein 1956
animal1090 animal407 animal484 male Holstein 1956
animal1091 animal471 animal472 female Holstein 1956
animal1092 animal454 animal485 female Holstein 1956
animal1093 animal461 animal366 male Angler 1956
animal1094 NA animal429 male Holstein 1956
animal1095 NA animal385 female Holstein 1956
animal1096 NA animal360 female Holstein 1956
animal1097 animal494 animal334 male Angler 1957
animal1098 NA animal155 female Angler 1957
animal1099 animal111 animal332 female Angler 1957
animal1100 NA animal504 male Holstein 1957
animal1101 NA animal531 female Holstein 1957
animal1102 animal500 animal424 male Holstein 1957
animal1103 animal275 animal297 male Rbt 1957
animal1104 NA animal510 male Angler 1957
animal1105 animal311 NA male Angler 1957
animal1106 NA animal267 female Holstein 1957
animal1107 animal258 animal491 female Angler 1958
animal1108 animal356 animal440 female Holstein 1958
animal1109 animal521 NA female Holstein 1958
animal1110 NA animal473 female Holstein 1958
animal1111 animal418 animal517 female Holstein 1958
animal1112 animal492 NA male Rbt 1958
animal1113 NA animal401 female Holstein 1958
animal1114 NA animal526 female Holstein 1958
animal1115 animal480 animal397 female Holstein 1958
animal1116 animal453 NA male Angler 1958
animal1117 NA animal488 female Holstein 1958
animal1118 animal303 NA male Rbt 1958
animal1119 animal536 animal518 male Angler 1958
animal1120 animal252 NA female Holstein 1959
animal1121 animal462 animal403 male Braunvieh 1959
animal1122 animal481 animal470 female Holstein 1959
animal1123 animal551 animal538 female Holstein 1959
animal1124 animal564 animal458 female Holstein 1959
animal1125 animal483 animal497 male Angler 1959
animal1126 animal505 animal584 female Holstein 1959
animal1127 animal511 animal544 female Angler 1959
animal1128 NA animal455 female Holstein 1959
animal1129 animal447 animal559 male Angler 1959
animal1130 NA animal525 female Holstein 1959
animal1131 animal493 animal501 male Holstein 1959
animal1132 animal475 animal464 male Angler 1959
animal1133 animal225 animal220 female Holstein 1960
animal1134 animal398 NA male Angler 1960
animal1135 animal390 NA male Angler 1960
animal1136 animal436 NA male Angler 1960
animal1137 animal575 NA male Angler 1960
animal1138 animal572 animal566 male Angler 1960
animal1139 animal426 NA male Holstein 1960
animal1140 NA animal557 female Holstein 1960
animal1141 animal309 animal490 female Holstein 1960
animal1142 animal575 animal573 male Angler 1960
animal1143 NA animal580 female Angler 1960
animal1144 NA animal508 female Holstein 1960
animal1145 NA animal420 male Holstein 1960
animal1146 animal548 NA male Angler 1960
animal1147 animal587 animal583 male Angler 1960
animal1148 animal571 animal387 male Angler 1960
animal1149 animal604 animal593 female Angler 1961
animal1150 animal575 NA male Angler 1961
animal1151 animal575 NA male Angler 1961
animal1152 animal282 animal630 female Holstein 1961
animal1153 animal502 animal605 male Angler 1961
animal1154 animal438 NA male Holstein 1961
animal1155 NA animal265 male Jersey 1961
animal1156 animal547 animal315 male Angler 1961
animal1157 NA animal528 female Holstein 1961
