Indiv Sire Dam Born Sex Breed EBV
animal5419 animal5 animal4748 2015 male Angler 66.31
animal1337 animal6 animal73 2015 female Angler 71.82
animal4341 animal3943 animal16 2015 female Angler 82.96
animal4875 animal3205 animal4262 2015 female Angler 65.81
animal4041 animal3713 animal65 2015 male Angler 61.11
animal4342 animal3909 animal3244 2015 female Angler 73.23
animal3621 animal3439 animal43 2015 female Angler 60.34
animal6201 animal3550 animal5322 2015 female Angler 60.85
animal4042 animal3715 animal40 2015 female Angler 73.78
animal4043 animal3713 animal75 2015 male Angler 77.89
animal6202 animal3688 animal5322 2015 female Angler 68.03
animal5420 animal4722 animal17 2015 male Angler 69.71
animal4044 animal3722 animal66 2015 male Angler 62.16
animal3622 animal5 animal3455 2015 female Angler 94.37
animal4045 animal3744 animal3703 2015 male Angler 89.91
animal3623 animal3481 animal24 2015 male Angler 88.63
animal3784 animal3568 animal25 2015 male Angler 79.89
animal3624 animal3439 animal49 2015 female Angler 72.85
animal1338 animal6 animal41 2015 female Angler 78.72
animal3625 animal3486 animal35 2015 female Angler 72.54
animal3785 animal3585 animal35 2015 male Angler 67.86
animal4876 animal4241 animal60 2015 male Angler 91.11
animal6203 animal5334 animal4726 2015 male Angler 85
animal4343 animal3587 animal3944 2015 female Angler 89.59
animal4046 animal3663 animal58 2015 male Angler 61.18
animal8197 animal6158 animal4736 2015 female Angler 70.13
animal4877 animal4249 animal40 2015 male Angler 62.4
animal4047 animal3718 animal68 2015 female Angler 89.88
animal6204 animal3348 animal5332 2015 male Angler 86.2
animal3786 animal3529 animal70 2015 female Angler 66.52
animal4878 animal4254 animal81 2015 male Angler 61.32
animal6205 animal5324 animal39 2015 male Angler 57.84
animal4879 animal3744 animal4258 2015 male Angler 55.95
animal4048 animal3689 animal51 2015 male Angler 84.55
animal4049 animal3713 animal81 2015 female Angler 65.44
animal4880 animal4241 animal3706 2015 female Angler 101.29
animal8198 animal6158 animal5327 2015 female Angler 79.37
animal3787 animal3589 animal68 2015 male Angler 68.91
animal4050 animal3709 animal20 2015 male Angler 80.81
animal4881 animal4228 animal81 2015 female Angler 79.44
animal4344 animal3909 animal48 2015 male Angler 79.57
animal1339 animal5 animal45 2015 female Angler 67.04
animal4345 animal3563 animal3940 2015 female Angler 81.34
animal5421 animal3916 animal4748 2015 female Angler 54.16
animal4051 animal3695 animal20 2015 male Angler 85.9
animal3494 animal3348 animal25 2015 male Angler 86.33
animal6206 animal5324 animal4741 2015 male Angler 76.27
animal4052 animal3734 animal62 2015 male Angler 72.4
animal4882 animal4237 animal84 2015 female Angler 79.44
animal6207 animal3733 animal5322 2015 male Angler 88.71
animal8199 animal6153 animal4733 2015 female Angler 79.62
animal4346 animal3952 animal68 2015 male Angler 78.43
animal4883 animal3484 animal4267 2015 female Angler 87.49
animal1340 animal10 animal64 2015 male Angler 94.59
animal4884 animal4228 animal64 2015 male Angler 92.09
animal3788 animal3513 animal25 2015 female Angler 80.43
animal6208 animal3745 animal5335 2015 male Angler 80.03
animal4347 animal3916 animal34 2015 male Angler 85.36
animal3789 animal3542 animal54 2015 female Angler 79.29
animal8200 animal4223 animal6155 2015 female Angler 72.82
animal1341 animal12 animal49 2015 female Angler 68.43
animal6209 animal3953 animal5335 2015 female Angler 78.83
animal11705 animal3489 animal10291 2015 male Angler 81.02
animal4053 animal3709 animal63 2015 male Angler 65.69
animal6210 animal4727 animal5333 2015 male Angler 78.54
animal4054 animal3744 animal3747 2015 male Angler 69.24
animal6211 animal5324 animal4235 2015 male Angler 70.68
animal4885 animal4228 animal4235 2015 female Angler 66.25
animal4886 animal4220 animal3455 2015 male Angler 83.92
animal5422 animal3932 animal4736 2015 female Angler 80.56
animal3626 animal3486 animal24 2015 male Angler 68.55
animal4348 animal3924 animal3910 2015 female Angler 77.2
animal6212 animal4253 animal5322 2015 male Angler 73.97
animal4055 animal7 animal3703 2015 female Angler 81.74
animal4349 animal3890 animal3897 2015 female Angler 71.42
animal4350 animal3956 animal64 2015 female Angler 76.33
animal1342 animal8 animal26 2015 female Angler 67.17
animal5423 animal8 animal4730 2015 female Angler 77
animal6213 animal3484 animal5333 2015 male Angler 65.88
animal6214 animal3575 animal5331 2015 female Angler 86.2
animal4351 animal10 animal3959 2015 female Angler 74.63
animal4887 animal3464 animal4243 2015 female Angler 84.43
animal1343 animal3 animal85 2015 male Angler 78.16
animal3627 animal3484 animal47 2015 male Angler 70.86
animal4888 animal4223 animal4263 2015 male Angler 89.87
animal4352 animal3930 animal29 2015 female Angler 89.56
animal4889 animal4238 animal26 2015 female Angler 63.82
animal4056 animal3733 animal24 2015 male Angler 78.84
animal3790 animal3563 animal51 2015 male Angler 90.19
animal5424 animal3713 animal4742 2015 female Angler 91.52
animal4890 animal4231 animal3706 2015 male Angler 73.27
animal3791 animal3532 animal23 2015 male Angler 93.02
animal5425 animal4743 animal46 2015 female Angler 80.1
animal3628 animal3476 animal52 2015 female Angler 83.89
animal4353 animal3930 animal27 2015 male Angler 95.58
animal4354 animal3689 animal3944 2015 female Angler 76.31
animal4355 animal3900 animal84 2015 female Angler 71.98
animal5426 animal4722 animal81 2015 male Angler 86.81
animal4057 animal3695 animal3554 2015 male Angler 83.33
animal4356 animal3942 animal36 2015 female Angler 94.77
animal5427 animal3728 animal4740 2015 male Angler 57.17
animal1344 animal3 animal54 2015 male Angler 71.75
animal4891 animal4270 animal70 2015 male Angler 71.53
animal4892 animal3715 animal4263 2015 male Angler 86.05
animal4357 animal3901 animal77 2015 female Angler 75.97
animal6215 animal5324 animal3940 2015 female Angler 71.47
animal4358 animal3924 animal3706 2015 male Angler 67.8
animal5428 animal3901 animal4747 2015 male Angler 86.84
animal4058 animal3348 animal3703 2015 female Angler 89.54
animal4359 animal3456 animal3940 2015 female Angler 78.21
animal4893 animal4244 animal53 2015 male Angler 55.82
animal4894 animal4237 animal3897 2015 female Angler 72.05
animal8201 animal6158 animal59 2015 male Angler 81.98
animal4360 animal3898 animal27 2015 female Angler 98.08
animal1345 animal3 animal80 2015 male Angler 77.54
animal8202 animal3702 animal6157 2015 female Angler 86.79
animal6216 animal5325 animal34 2015 male Angler 73.7
animal6217 animal3699 animal5332 2015 female Angler 74.27
animal4895 animal3513 animal4269 2015 female Angler 93.77
animal6218 animal4270 animal5328 2015 male Angler 62.52
animal5429 animal4239 animal4748 2015 female Angler 67.64
animal1346 animal1 animal38 2015 female Angler 93.39
animal6219 animal3948 animal5335 2015 female Angler 76.87
animal8203 animal6153 animal3714 2015 female Angler 88.05
animal4361 animal3711 animal3944 2015 female Angler 81.18
animal5430 animal3575 animal4742 2015 female Angler 104.14
animal3792 animal3587 animal79 2015 female Angler 58.32
animal3495 animal3348 animal50 2015 male Angler 89.29
animal4362 animal3568 animal3910 2015 female Angler 92.67
animal4059 animal3743 animal34 2015 male Angler 67.53
animal6220 animal3956 animal5333 2015 female Angler 53.46
animal5431 animal4744 animal4737 2015 female Angler 82.06
animal8204 animal3715 animal6154 2015 female Angler 74.35
animal3793 animal3590 animal35 2015 female Angler 68.79
animal3794 animal3532 animal32 2015 male Angler 95.63
animal5432 animal4722 animal85 2015 male Angler 84.28
animal4363 animal3905 animal26 2015 male Angler 87
animal4060 animal3743 animal16 2015 male Angler 88.54
animal6221 animal5336 animal3236 2015 male Angler 67.27
animal4061 animal3702 animal82 2015 female Angler 74.12
animal4062 animal3715 animal18 2015 male Angler 82.75
animal6222 animal4237 animal5328 2015 male Angler 65.34
animal4896 animal4249 animal24 2015 male Angler 83.38
animal4063 animal3734 animal24 2015 male Angler 73.24
animal6223 animal5324 animal79 2015 male Angler 62.68
animal4897 animal4223 animal3944 2015 male Angler 79.39
animal4064 animal3729 animal34 2015 female Angler 63.56
animal1347 animal13 animal29 2015 male Angler 72.49
animal11706 animal3711 animal10291 2015 male Angler 107.58
animal4065 animal3690 animal23 2015 female Angler 80.73
animal5433 animal3898 animal4726 2015 female Angler 97.98
animal4898 animal3909 animal4247 2015 male Angler 78.65
animal4899 animal4249 animal70 2015 male Angler 85.14
animal5434 animal4727 animal86 2015 male Angler 74.46
animal4364 animal3349 animal3892 2015 female Angler 90.38
animal4066 animal3740 animal80 2015 male Angler 71.54
animal4067 animal3745 animal22 2015 female Angler 79.1
animal4068 animal3739 animal58 2015 male Angler 77.52
animal4365 animal3718 animal3960 2015 male Angler 86.21
animal1348 animal13 animal36 2015 female Angler 73.65
animal5435 animal3663 animal4742 2015 female Angler 67.39
animal1349 animal14 animal70 2015 female Angler 92.31
animal6224 animal3542 animal5335 2015 female Angler 87.41
animal4069 animal3739 animal18 2015 male Angler 69.2
animal4900 animal4254 animal25 2015 female Angler 84.58
animal6225 animal3745 animal5327 2015 female Angler 98.83
animal1350 animal13 animal34 2015 female Angler 71.99
animal4901 animal3585 animal4258 2015 male Angler 82.03
animal6226 animal5325 animal4213 2015 female Angler 95.28
animal4070 animal3692 animal39 2015 female Angler 71.26
animal1351 animal8 animal46 2015 female Angler 83.61
animal4902 animal4220 animal3714 2015 male Angler 94.14
animal1352 animal7 animal67 2015 male Angler 66.96
animal8205 animal6158 animal53 2015 female Angler 71.36
animal4366 animal3956 animal84 2015 female Angler 62.34
animal4903 animal3948 animal4247 2015 female Angler 82.14
animal11707 animal4228 animal10291 2015 male Angler 93.34
animal5436 animal3458 animal4730 2015 female Angler 95.67
animal3795 animal13 animal3554 2015 female Angler 52.29
animal4904 animal4223 animal72 2015 male Angler 69.61
animal4905 animal1 animal4265 2015 female Angler 90.52
animal4906 animal4238 animal4262 2015 male Angler 69.91
animal5437 animal4248 animal4728 2015 male Angler 69.91
animal6227 animal3725 animal5327 2015 male Angler 87.01
animal4907 animal3439 animal4258 2015 female Angler 48.05
animal5438 animal4732 animal4261 2015 male Angler 61.94
animal5439 animal3488 animal4728 2015 female Angler 75.88
animal3796 animal3579 animal41 2015 female Angler 85.39
animal6228 animal3205 animal5332 2015 female Angler 70.3
animal4367 animal3890 animal3583 2015 male Angler 77.22
animal4908 animal13 animal4265 2015 male Angler 56.92
animal4909 animal4249 animal82 2015 male Angler 79.9
animal3370 animal3225 animal77 2015 female Angler 65.19
animal6229 animal3943 animal5330 2015 female Angler 86.02
animal8206 animal6158 animal19 2015 male Angler 73.11
animal4368 animal3953 animal22 2015 male Angler 91.19
animal5440 animal3707 animal4733 2015 female Angler 82.3
animal5441 animal4743 animal59 2015 female Angler 87.21
animal4910 animal3481 animal4265 2015 male Angler 89.11
animal4071 animal3742 animal32 2015 male Angler 79.08
animal3797 animal3579 animal46 2015 male Angler 83
animal3798 animal3529 animal63 2015 female Angler 66.77
animal4911 animal4241 animal64 2015 female Angler 88.93
animal4072 animal3586 animal3716 2015 female Angler 67.8
animal4369 animal3956 animal35 2015 male Angler 57.72
animal3799 animal3529 animal47 2015 female Angler 73.22
animal4912 animal4238 animal3703 2015 male Angler 81.78
animal3800 animal3570 animal39 2015 female Angler 90.97
animal3801 animal3573 animal30 2015 female Angler 83.29
animal6230 animal5324 animal17 2015 male Angler 68.39
animal5442 animal3470 animal4741 2015 female Angler 67.74
animal4913 animal3550 animal4213 2015 male Angler 96.69
animal3629 animal3484 animal73 2015 male Angler 78.37
animal3802 animal3586 animal79 2015 female Angler 66.2
animal4370 animal3943 animal72 2015 male Angler 82.73
animal1353 animal4 animal85 2015 male Angler 105.93
animal5443 animal3702 animal4737 2015 male Angler 79.35
animal3803 animal3486 animal3583 2015 female Angler 96.01
animal4914 animal3725 animal4263 2015 female Angler 84.43
animal4915 animal4252 animal23 2015 male Angler 71.37
animal6231 animal3439 animal5331 2015 female Angler 82.73
animal5444 animal3948 animal4740 2015 male Angler 58.41
animal5445 animal3729 animal4748 2015 female Angler 59.9
animal8207 animal6158 animal30 2015 male Angler 84.93
animal5446 animal3489 animal4748 2015 female Angler 65.26
animal5447 animal3690 animal4733 2015 female Angler 78.45
animal3630 animal3488 animal25 2015 male Angler 83.99
animal4073 animal3568 animal3706 2015 male Angler 79.63
animal3804 animal3579 animal86 2015 male Angler 67.2
animal4074 animal3699 animal59 2015 male Angler 76.3
animal4916 animal5 animal4266 2015 male Angler 93.16
animal4075 animal3731 animal51 2015 female Angler 97.04
animal5448 animal4727 animal4728 2015 female Angler 77
animal6232 animal3563 animal5333 2015 female Angler 62.42
animal5449 animal4744 animal55 2015 female Angler 76.22
animal5450 animal3476 animal4747 2015 female Angler 85.94
animal3805 animal3561 animal35 2015 male Angler 76.92
animal4076 animal3692 animal71 2015 female Angler 75.54
animal5451 animal3587 animal4748 2015 female Angler 83.31
animal4917 animal4241 animal20 2015 male Angler 86.56
animal6233 animal5334 animal58 2015 male Angler 79.26
animal4371 animal3953 animal3960 2015 female Angler 69.96
animal4918 animal4220 animal73 2015 male Angler 80.82
animal8208 animal4254 animal6157 2015 male Angler 86.33
animal5452 animal3202 animal4728 2015 female Angler 65.84
animal5453 animal6 animal4731 2015 male Angler 65.68
animal4372 animal3942 animal16 2015 female Angler 70.27
animal3806 animal3579 animal3583 2015 male Angler 75.35
animal4919 animal3205 animal4255 2015 male Angler 58.91
animal4373 animal3956 animal3910 2015 male Angler 72.3
animal3631 animal3476 animal75 2015 male Angler 98.54
animal5454 animal6 animal4733 2015 female Angler 58.81
animal8209 animal6158 animal71 2015 male Angler 95.26
animal5455 animal4238 animal4731 2015 male Angler 58.24
animal5456 animal4241 animal4739 2015 male Angler 78.14
animal6234 animal3725 animal5332 2015 female Angler 59.44
animal4920 animal4270 animal64 2015 female Angler 81.81
animal4921 animal3692 animal4235 2015 female Angler 73.62
animal5457 animal4722 animal4261 2015 female Angler 92.11
animal4922 animal3570 animal4256 2015 male Angler 75.89
animal4374 animal3924 animal84 2015 female Angler 72.1
animal3807 animal3550 animal42 2015 female Angler 87.31
animal6235 animal3561 animal5333 2015 male Angler 87.85
animal3808 animal3532 animal33 2015 female Angler 100.69
animal5458 animal1 animal4730 2015 male Angler 102.13
animal4077 animal3713 animal75 2015 male Angler 86.73
animal4078 animal3740 animal83 2015 female Angler 75.52
